X,B,Y
0.5796925896427627,1.6386071667985092,0.13919140501088698
1.635184525932813,1.8493478205817466,0.9878669430658934
2.506335546285059,3.0617569466905703,1.2069062051129926
3.274096563290293,3.939539818748679,1.5902926950878682
4.412544127206284,4.008271694887914,1.311941985062286
3.5683489405192623,5.849883033201579,1.828188718117989
3.954834667449715,8.183674861229715,1.940775210070501
5.028842928180541,6.939614090261556,2.604999997821008
5.3643612081629515,7.3593983532625025,2.272797231667183
5.793102166635583,9.807316501377075,3.1695754234638533
5.996625799721369,11.462472405319339,3.200468087106657
6.7184663443007775,12.706786358609463,3.41288817580654
7.549256986002611,12.64072480709272,4.192541272272328
7.752694705878882,13.398355594380913,4.249001622462804
8.726953752532003,15.671507210825984,4.302849426275789
1.8614467825211842,0.8733395939102793,0.16478948516906122
2.064113919031832,1.4287742223756523,0.517843681039252
2.4033105173261147,3.2093489181511154,0.8694552158285331
2.5705273067289225,4.809683030398457,1.3596050145604706
3.8573086676104795,5.263820894098629,1.4162444653990394
4.499231518856174,6.081724793089579,1.7421423455626395
4.354241795566158,6.877763566663775,2.0474537175172642
4.4325243849737745,8.591256237376127,2.113662160321685
4.8668517690835085,7.500543492235219,2.76294319937851
6.965239065135102,10.352388538041806,3.0835601195985225
7.680443872176353,11.58753721713116,3.0982274336139075
7.591336131940283,10.88394569188066,3.191605992158414
7.60100026082503,12.49181600512423,3.558502519359831
8.535792609660971,14.28733165852462,4.500087644373135
8.654787637934366,15.003620563090019,4.544477379839839
1.2462090334479656,1.3162381390367501,-0.1502911811632484
2.4603657123551956,0.9310893146810972,0.7113653228224234
1.4136568177328548,3.209710876401783,1.056707761327351
3.5579587045080827,3.085812726665698,1.5595862975959889
2.5928568405280807,5.485884712428546,1.609499764478928
4.717110416362788,5.077284511722809,2.2120693956094923
4.457142887124149,7.060685889099831,2.4897851895121526
4.91934713762268,8.518190056787143,2.6002548014675875
5.293706483311559,8.81537355194378,3.060135175279866
6.298128187046128,9.455258559513908,3.1125644056374924
6.011764873527887,10.809894024591092,3.655038652565214
6.654709612474642,12.325686373529523,3.367262593653445
7.289386683418574,13.699174771265257,3.684119040596638
8.331864831049007,14.41702145514489,4.041199537256983
8.028542978402792,14.36053357627514,4.464981125176658
