X,B,Y
5.236852942066286,-1.1447765125676699,-5.05449199734128
2.6572618823190504,5.02618039451465,0.9067219670719446
5.896088878688037,6.45102298316197,3.191888997089857
0.28724340698030426,7.978485816492959,3.9444506088129847
2.168118449407519,14.075169803131459,7.3268739850826465
6.784575109048617,17.914542315312502,8.060664387499415
4.996025658671995,26.598152475796358,18.767192988607405
9.663184187854704,31.44968736462451,12.965985175277527
9.950987558695145,40.37233244434472,21.339481136115616
7.002143388692481,54.67518948886446,28.2336258404775
10.433198529615964,61.58837341037641,29.391557674085856
9.764918484233256,74.37120933630985,38.38088817994384
13.268033280748828,86.42705772539615,44.76509626610697
12.76771438274549,98.86637717168237,51.56362127292866
11.724842819257034,109.57612231899262,56.6967245481987
