X,Y,B
12.628874188479568,11.455069885704031,13.069059135260021
5.536733980718939,2.5635097195832293,8.339894355115835
9.207705303535993,1.4224920525588534,7.822489360497888
12.704805726350482,16.940169617551163,13.89585387396285
12.301150412039933,3.6642930817479766,13.573732576535402
5.751101353804129,11.43553958297772,10.026411570961875
11.202410529013518,0.5607929679718956,11.869563147531412
5.022997179049162,2.3265816483593094,8.736730270629721
4.448921054949788,10.929268481167508,8.942722352027536
14.136725953531794,12.924161730005938,15.607896012176298
9.286856728018055,12.204701144840827,14.056434388521495
10.075701449006866,12.199277442594768,13.003623420416924
11.822061502376922,2.2914446527581993,11.50333245899468
4.156130198376184,14.469370685965492,9.073922593107431
12.012765818457648,3.4844980079845445,12.074868770766331
8.957339717883592,3.264658691998341,10.65831157779534
14.013608409416118,13.958986054191351,16.957934611993885
6.241799073961495,1.4123863932441438,6.647393178820063
7.889417131745893,2.304384917878173,9.76021365465485
11.254683842381967,16.220751681987633,15.418927311314766
10.734210655102894,3.3697065836198767,9.90383797318837
4.6650059314345755,10.13213831680501,13.210887837818637
10.667128375267708,1.8328094707302764,11.416239070978865
6.178436469575748,1.7695537836103201,8.419265664996674
5.073379412323275,10.519425226656189,10.221857347545061
12.901735406393245,11.311502390307002,16.007268312728478
9.812937875058559,10.883629569952843,13.06351589066349
9.756211493343779,13.927949070786447,13.3271165111652
12.752387508937549,3.276418745586418,12.61800767124649
1.8271636186552707,13.012037886556453,10.78412385451942
12.581082594840952,4.694490419349856,11.222583636720522
8.924629782957453,3.3902879121957685,10.63729123132428
12.557653401514518,13.320235563252956,15.073978593731232
6.870760502761171,1.83027044219387,8.773298676670136
8.338494378119544,0.8742382823967709,10.262343265071273
9.440455604200698,15.373668302931014,15.81730510172189
10.975025887141083,2.4670847195268646,10.0475747671048
3.7682995622108555,10.491088352121954,10.67073791672714
10.217208331800542,0.6971605608084182,11.652736104044509
4.565224303264913,2.34556293129312,6.680070715275253
3.8461953462552207,9.208571277299983,10.207430189536531
16.078381628786072,12.8796815674949,17.489614046645197
11.154615461295512,10.665706272417252,13.374786267446872
9.720212283943752,12.395541261289948,13.198611211825202
12.249353645414118,1.9564555303827897,12.95671870784566
2.96522350202938,11.588124756760791,9.215244237558657
13.831223839727835,4.228268011953146,11.15462461026538
9.801133950782676,4.64856809463515,10.949962771479491
